SampleID,Raw_SampleID,Raw_bam,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Spike_in_name,Spike_in_resource,Bam_file,Bam_file_tumor,ichorCNA
K3AE58_spike_in__001_from_ZNB35S_label_Breast_replicate_1,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,1.0,1,ZNB35S,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/2-ZNB35SME131W_M550-M750.deduplicated.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__001_from_ZNB35S_label_Breast_replicate_1.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__001_from_ZNB35S_label_Breast_replicate_1.tumor.bam,0.03895
K3AE58_spike_in__001_from_ZNB35S_label_Breast_replicate_0,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,1.0,0,ZNB35S,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/2-ZNB35SME131W_M550-M750.deduplicated.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__001_from_ZNB35S_label_Breast_replicate_0.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__001_from_ZNB35S_label_Breast_replicate_0.tumor.bam,0.03868
K3AE58_spike_in__005_from_ZNB35S_label_Breast_replicate_2,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,5.0,2,ZNB35S,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/2-ZNB35SME131W_M550-M750.deduplicated.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__005_from_ZNB35S_label_Breast_replicate_2.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__005_from_ZNB35S_label_Breast_replicate_2.tumor.bam,0.03873
K3AE58_spike_in__05_from_pool_Breast_label_Breast_replicate_1,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,50.0,1,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__05_from_pool_Breast_label_Breast_replicate_1.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__05_from_pool_Breast_label_Breast_replicate_1.tumor.bam,0.08601
K3AE58_spike_in__05_from_pool_Breast_label_Breast_replicate_0,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,50.0,0,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__05_from_pool_Breast_label_Breast_replicate_0.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__05_from_pool_Breast_label_Breast_replicate_0.tumor.bam,0.08828
K3AE58_spike_in__05_from_pool_Breast_label_Breast_replicate_2,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,50.0,2,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__05_from_pool_Breast_label_Breast_replicate_2.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__05_from_pool_Breast_label_Breast_replicate_2.tumor.bam,0.08668
K3AE58_spike_in__08_from_pool_Breast_label_Breast_replicate_0,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,80.0,0,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__08_from_pool_Breast_label_Breast_replicate_0.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__08_from_pool_Breast_label_Breast_replicate_0.tumor.bam,0.1253
K3AE58_spike_in__08_from_pool_Breast_label_Breast_replicate_1,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,80.0,1,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__08_from_pool_Breast_label_Breast_replicate_1.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__08_from_pool_Breast_label_Breast_replicate_1.tumor.bam,0.1206
K3AE58_spike_in__08_from_pool_Breast_label_Breast_replicate_2,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,80.0,2,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__08_from_pool_Breast_label_Breast_replicate_2.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__08_from_pool_Breast_label_Breast_replicate_2.tumor.bam,0.1188
K3AE58_spike_in__01_from_ZNB12S_label_Breast_replicate_2,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,10.0,2,ZNB12S,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/1-ZNB12SME131W_M549-M749.deduplicated.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__01_from_ZNB12S_label_Breast_replicate_2.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__01_from_ZNB12S_label_Breast_replicate_2.tumor.bam,0.04087
K3AE58_spike_in__001_from_ZNB034SR1_label_Breast_replicate_1,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,1.0,1,ZNB034SR1,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/8-ZNB034SR1ME131W_M556-M756.deduplicated.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__001_from_ZNB034SR1_label_Breast_replicate_1.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__001_from_ZNB034SR1_label_Breast_replicate_1.tumor.bam,0.03886
K3AE58_spike_in__005_from_ZNB04SR2_label_Breast_replicate_1,K3AE58,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R3849/04_bismark_deduplicated/36-K3AE58W_M538-M738.deduplicated.bam,Breast,cfDNA,5.0,1,ZNB04SR2,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB04SR2.deduplicated.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__005_from_ZNB04SR2_label_Breast_replicate_1.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K3AE58_spike_in__005_from_ZNB04SR2_label_Breast_replicate_1.tumor.bam,0.03739
K0AAAA04_spike_in__0001_from_ZNB07S_label_Breast_replicate_0,K0AAAA04,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R4114/04_bismark_deduplicated/58-K0AAAA04W_M582-M782.deduplicated.bam,Breast,cfDNA,0.1,0,ZNB07S,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/7-ZNB07SME131W_M555-M755.deduplicated.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__0001_from_ZNB07S_label_Breast_replicate_0.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__0001_from_ZNB07S_label_Breast_replicate_0.tumor.bam,0.0216
K0AAAA04_spike_in__0005_from_pool_Breast_label_Breast_replicate_2,K0AAAA04,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R4114/04_bismark_deduplicated/58-K0AAAA04W_M582-M782.deduplicated.bam,Breast,cfDNA,0.5,2,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__0005_from_pool_Breast_label_Breast_replicate_2.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__0005_from_pool_Breast_label_Breast_replicate_2.tumor.bam,0.01164
K0AAAA04_spike_in__005_from_pool_Breast_label_Breast_replicate_1,K0AAAA04,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R4114/04_bismark_deduplicated/58-K0AAAA04W_M582-M782.deduplicated.bam,Breast,cfDNA,5.0,1,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__005_from_pool_Breast_label_Breast_replicate_1.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__005_from_pool_Breast_label_Breast_replicate_1.tumor.bam,0.02639
K0AAAA04_spike_in__05_from_pool_Breast_label_Breast_replicate_0,K0AAAA04,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R4114/04_bismark_deduplicated/58-K0AAAA04W_M582-M782.deduplicated.bam,Breast,cfDNA,50.0,0,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__05_from_pool_Breast_label_Breast_replicate_0.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__05_from_pool_Breast_label_Breast_replicate_0.tumor.bam,0.08337
K0AAAA04_spike_in__05_from_pool_Breast_label_Breast_replicate_1,K0AAAA04,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R4114/04_bismark_deduplicated/58-K0AAAA04W_M582-M782.deduplicated.bam,Breast,cfDNA,50.0,1,pool_Breast,/mnt/archiving/DATA_HIEUNHO/tumor_atlas_official/pool_Breast_tissue.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__05_from_pool_Breast_label_Breast_replicate_1.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__05_from_pool_Breast_label_Breast_replicate_1.tumor.bam,0.08224
K0AAAA04_spike_in__0005_from_ZNB12S_label_Breast_replicate_1,K0AAAA04,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R4114/04_bismark_deduplicated/58-K0AAAA04W_M582-M782.deduplicated.bam,Breast,cfDNA,0.5,1,ZNB12S,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/1-ZNB12SME131W_M549-M749.deduplicated.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__0005_from_ZNB12S_label_Breast_replicate_1.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__0005_from_ZNB12S_label_Breast_replicate_1.tumor.bam,0.02018
K0AAAA04_spike_in__001_from_ZNB034SR1_label_Breast_replicate_1,K0AAAA04,/mnt/BACKUP_NAS05/ECDGW_BISMARK_repo/R4114/04_bismark_deduplicated/58-K0AAAA04W_M582-M782.deduplicated.bam,Breast,cfDNA,1.0,1,ZNB034SR1,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/8-ZNB034SR1ME131W_M556-M756.deduplicated.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__001_from_ZNB034SR1_label_Breast_replicate_1.sorted.bam,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__001_from_ZNB034SR1_label_Breast_replicate_1.tumor.bam,0.02017
