SampleID,Raw_SampleID,Raw_bam,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Spike_in_name,Spike_in_resource,Bam_file,Bam_file_tumor,ichorCNA
K0AJ59_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_2,K0AJ59,/mnt/BACKUP_NAS05/ECDTM_repo/R3636/align/34-K0AJ59T_M522-M722.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB04SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB04SR2/ZNB04SR2/ZNB04SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AJ59_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AJ59_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_2.tumor.bam,0.1337
K0599_spike_in__0001_from_pool_Breast_label_Breast_replicate_2,K0599,/mnt/BACKUP_NAS05/ECDTM_repository/align/36-K0599CT49T_M553-M753.deduplicated.bam,Breast,cfDNA,0.1,2,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0599_spike_in__0001_from_pool_Breast_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0599_spike_in__0001_from_pool_Breast_label_Breast_replicate_2.tumor.bam,0.0
KAAG96_spike_in__0001_from_ZNB034SR1_label_Breast_replicate_1,KAAG96,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/bamTMD_metadata_ECD/bam/KAAG96.deduplicated.bam,Breast,cfDNA,0.1,1,ZNB034SR1,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB034SR1/ZNB034SR1/ZNB034SR1.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/KAAG96_spike_in__0001_from_ZNB034SR1_label_Breast_replicate_1.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/KAAG96_spike_in__0001_from_ZNB034SR1_label_Breast_replicate_1.tumor.bam,0.04284
KZAF65_spike_in__0001_from_pool_Breast_label_Breast_replicate_2,KZAF65,/mnt/BACKUP_NAS05/ECDTM_repo/R2301/align/25-KZAF65T_M572-M772.deduplicated.bam,Breast,cfDNA,0.1,2,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/KZAF65_spike_in__0001_from_pool_Breast_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/KZAF65_spike_in__0001_from_pool_Breast_label_Breast_replicate_2.tumor.bam,0.09533
K1583_spike_in__0001_from_ZNB20S_label_Breast_replicate_1,K1583,/mnt/BACKUP_NAS05/ECDTM_repo/R2144/align/5-K1583CT145T_M577-M777.deduplicated.bam,Breast,cfDNA,0.1,1,ZNB20S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB20S/ZNB20S/ZNB20S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K1583_spike_in__0001_from_ZNB20S_label_Breast_replicate_1.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K1583_spike_in__0001_from_ZNB20S_label_Breast_replicate_1.tumor.bam,0.02866
K0AAAA04_spike_in__0001_from_ZNB07S_label_Breast_replicate_0,K0AAAA04,/mnt/BACKUP_NAS05/ECDTM_repo/R4114/align/42-K0AAAA04T_M582-M782.deduplicated.bam,Breast,cfDNA,0.1,0,ZNB07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB07S/ZNB07S/ZNB07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__0001_from_ZNB07S_label_Breast_replicate_0.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AAAA04_spike_in__0001_from_ZNB07S_label_Breast_replicate_0.tumor.bam,0.1359
K1583_spike_in__0001_from_pool_Breast_label_Breast_replicate_0,K1583,/mnt/BACKUP_NAS05/ECDTM_repo/R2144/align/5-K1583CT145T_M577-M777.deduplicated.bam,Breast,cfDNA,0.1,0,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K1583_spike_in__0001_from_pool_Breast_label_Breast_replicate_0.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K1583_spike_in__0001_from_pool_Breast_label_Breast_replicate_0.tumor.bam,0.02824
K2052_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_0,K2052,/mnt/BACKUP_NAS05/ECDTM_repo/R2352/align/6-K2052CT197T_M507-M707.deduplicated.bam,Breast,cfDNA,0.1,0,ZNB04SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB04SR2/ZNB04SR2/ZNB04SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K2052_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_0.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K2052_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_0.tumor.bam,0.02691
K4AE20_spike_in__0001_from_ZNB12S_label_Breast_replicate_2,K4AE20,/mnt/BACKUP_NAS05/ECDTM_repo/R3932/align/12-K4AE20T_M540-M740.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB12S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB12S/ZNB12S/ZNB12S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K4AE20_spike_in__0001_from_ZNB12S_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K4AE20_spike_in__0001_from_ZNB12S_label_Breast_replicate_2.tumor.bam,0.06288
K0AC61_spike_in__0001_from_pool_Breast_label_Breast_replicate_1,K0AC61,/mnt/BACKUP_NAS05/ECDTM_repo/R3178/align/12-K0AC61T_M584-M784.deduplicated.bam,Breast,cfDNA,0.1,1,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AC61_spike_in__0001_from_pool_Breast_label_Breast_replicate_1.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AC61_spike_in__0001_from_pool_Breast_label_Breast_replicate_1.tumor.bam,0.1176
K4AD32_spike_in__0001_from_ZNB07S_label_Breast_replicate_2,K4AD32,/mnt/BACKUP_NAS05/ECDTM_repo/R3904/align/22-K4AD32T_M537-M737.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB07S/ZNB07S/ZNB07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K4AD32_spike_in__0001_from_ZNB07S_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K4AD32_spike_in__0001_from_ZNB07S_label_Breast_replicate_2.tumor.bam,0.04876
KAAG96_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_2,KAAG96,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/bamTMD_metadata_ECD/bam/KAAG96.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB04SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB04SR2/ZNB04SR2/ZNB04SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/KAAG96_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/KAAG96_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_2.tumor.bam,0.04281
K2AE17_spike_in__0001_from_ZNB034SR1_label_Breast_replicate_2,K2AE17,/mnt/BACKUP_NAS05/ECDTM_repo/R4093/align/50-K2AE17T_M581-M781.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB034SR1,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB034SR1/ZNB034SR1/ZNB034SR1.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K2AE17_spike_in__0001_from_ZNB034SR1_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K2AE17_spike_in__0001_from_ZNB034SR1_label_Breast_replicate_2.tumor.bam,0.1324
K0AR30_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_2,K0AR30,/mnt/BACKUP_NAS05/ECDTM_repo/R3959/align/92-K0AR30T_M558-M758.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB04SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB04SR2/ZNB04SR2/ZNB04SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AR30_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AR30_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_2.tumor.bam,0.125
K2540_spike_in__0001_from_ZNB034SR1_label_Breast_replicate_0,K2540,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/bamTMD_metadata_ECD/bam/K2540.deduplicated.bam,Breast,cfDNA,0.1,0,ZNB034SR1,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB034SR1/ZNB034SR1/ZNB034SR1.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K2540_spike_in__0001_from_ZNB034SR1_label_Breast_replicate_0.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K2540_spike_in__0001_from_ZNB034SR1_label_Breast_replicate_0.tumor.bam,0.04263
K0DAAA44_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_0,K0DAAA44,/mnt/BACKUP_NAS05/ECDTM_repo/R4222/align/23-K0DAAA44T_M579-M779.deduplicated.bam,Breast,cfDNA,0.1,0,ZNB04SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB04SR2/ZNB04SR2/ZNB04SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0DAAA44_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_0.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0DAAA44_spike_in__0001_from_ZNB04SR2_label_Breast_replicate_0.tumor.bam,0.0
K0AJ59_spike_in__0001_from_pool_Breast_label_Breast_replicate_1,K0AJ59,/mnt/BACKUP_NAS05/ECDTM_repo/R3636/align/34-K0AJ59T_M522-M722.deduplicated.bam,Breast,cfDNA,0.1,1,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AJ59_spike_in__0001_from_pool_Breast_label_Breast_replicate_1.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AJ59_spike_in__0001_from_pool_Breast_label_Breast_replicate_1.tumor.bam,0.133
K0DAAA44_spike_in__0001_from_pool_Breast_label_Breast_replicate_0,K0DAAA44,/mnt/BACKUP_NAS05/ECDTM_repo/R4222/align/23-K0DAAA44T_M579-M779.deduplicated.bam,Breast,cfDNA,0.1,0,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0DAAA44_spike_in__0001_from_pool_Breast_label_Breast_replicate_0.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0DAAA44_spike_in__0001_from_pool_Breast_label_Breast_replicate_0.tumor.bam,0.0
K2071_spike_in__0001_from_ZNB20S_label_Breast_replicate_2,K2071,/mnt/BACKUP_NAS05/ECDTM_repo/R2313/align/10-K2071CT198T_M506-M706.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB20S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB20S/ZNB20S/ZNB20S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K2071_spike_in__0001_from_ZNB20S_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K2071_spike_in__0001_from_ZNB20S_label_Breast_replicate_2.tumor.bam,0.05669
K4AC82_spike_in__0001_from_pool_Breast_label_Breast_replicate_2,K4AC82,/mnt/BACKUP_NAS05/ECDTM_repo/R3903/align/88-K4AC82T_M578-M778.deduplicated.bam,Breast,cfDNA,0.1,2,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K4AC82_spike_in__0001_from_pool_Breast_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K4AC82_spike_in__0001_from_pool_Breast_label_Breast_replicate_2.tumor.bam,0.1223
